"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","±³ÅëÁ¤º¸","È¨ÆäÀÌÁö ¾ğ¾î","´ëÇ¥¸Ş´º"
"12428","en","Jeongwon Sundubu","https://english.visitseoul.net/restaurants/Jeongwon-Sundubu-E/ENP012424?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP012424","100-814 120-12, Seosomun-dong, Jung-gu, Seoul ","04513 30, Sejong-daero 11-gil, Jung-gu, Seoul ","+82-2-755-7139","","Weekdays 10:00 - 15:00 / 17:00 - 22:00 (KST) Saturday 10:30 - 15:00 (KST)","Subway Line 1, City Hall Station, Exit 9  ","",""
"2524","ja","«µ«ó«Ê«°«©«ó(ßÈ?ê®)","https://japanese.visitseoul.net/restaurants/«µ«ó«Ê«°«©«ó-ßÈ?ê®/JPP002521?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP002521"," «½«¦«ëã¼ßúõ®?êÂò¿Ô×415-2 ","06806 «½«¦«ëã¼«½«Á«ç(ßúõ®)?«¦«©«ó«È«®«ë23 (êÂò¿Ô×)","+82-507-1329-5220","","09:00-21:00 KST","«·«ó«Ö«ó«À«óàÊ¡¸«Á«ç«ó«²«µ«ó«¤«×«¯¡¹2ÛãõóÏ¢ ","","ê®«³ìé«¹(àªãİ) äÅ«³ìé«¹(àªãİ) ßÈ«³ìé«¹(àªãİ)"
"2527","zh-CN","ÙÊøİî»ØÙÊ«(Mokpojamaejip)","https://chinese.visitseoul.net/restaurants/Mokpo-Jamaejip-CN/CNP002514?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP002514","135-829 âÏ?ã¼Ë°Ñõ???Ô× 226-4 ","06107 âÏ?ã¼Ë°Ñõ?åéñ¶ÖØ115Ê¶14 ","+82-2-543-0729","http://cafe.naver.com/sister44","ñ²ñé 11:30 ~ 22:00, àøÑ¢×¿ 11:30 ~ 21:00 KST","7?? ?Ô×ó×1?õóÏ¢","","ßæ?ø¸"
"2540","en","Taerim Sanchae Jeongsik","https://english.visitseoul.net/restaurants/Taerim-Sanchae-Jeongsik/ENP002537?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP002537","132-033 Ssangmun 3-dong, Dobong-gu, Seoul 141-3,","01442 32 Nohae-ro 60-gil, Dobong-gu, Seoul ","+82-2-998-5468","","11:00 - 15:00 / 17:00 - 21:00 (KST)","Ssangmun Station (subway line 4) exit 2  ","","Table d¡¯hote of assorted wild vegetables ‚15,000 Grilled deodeok ‚15,000 Taerim special table d¡¯hote ‚25,000 "
"2543","zh-CN","?Üı×¼??Òú÷Ï?? (œüãøïÁ)","https://chinese.visitseoul.net/restaurants/?Üı×¼??Òú÷Ï??-œüãøïÁ/CNP002505?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP002505","  ","05549 âÏ?ã¼áæ÷ç?çüĞÖÖØ131 ","+82-2-425-5292","","øÁìí 11:30 ~ 16:00 / 17:00 ~ 22:00 (KST) ñ²ØÇ 11:30 ~ 22:00 (KST)","ò¢?2??áæ÷çÔ¤Ï¢ó×2?õóÏ¢","","÷©ûıı·ÌÍîïäå£¨1ñş£© üÜ÷Ï×¼ÌøÌÍäå£¨3ìÑ£©"
"5679","en","MAO","https://english.visitseoul.net/restaurants/MAO1/ENP005679?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005679","135-100 22-20, Cheongdam-dong, Gangnam-gu, Seoul ","06062 17, Dosan-daero 56-gil, Gangnam-gu, Seoul ","+82-2-514-8803","","Daily 11:30 - 22:00 (KST)","Subway Line 7, Gangnam-gu Office Station, Exit 4  ","",""
"8419","zh-TW","Hanuso","https://tchinese.visitseoul.net/restaurants/Hanuso-TC/TCP008389?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP008389","132-908 âÏì³ã¼Ô³ÜèÏ¡óÚÔ×337-1 ","01405 âÏì³ã¼Ô³ÜèÏ¡ÖÖú­ÖØ327 ","+82-2-900-9900","http://www.hanuso.com","11:00 ~ 22:00","ò¢ôÑ4ûÜàÊóÚÔ×ó×","ùÛÙş","ÓŞÛÉÍé÷· ùÛÙ½éÚğàÖùÛÉÍé ùÛÙ½éÚü£×ìÑ¿"
"14422","en","Sushi Tatsu","https://english.visitseoul.net/restaurants/Sushi-Tatsu1/ENP014420?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP014420","135-010 8-6, Nonhyeon-dong, Gangnam-gu, Seoul ","06040 18, Dosan-daero 28-gil, Gangnam-gu, Seoul ","+82-2-514-3336","","Daily 12:00 - 15:00 & 18:00 - 22:00 (KST)","Subway Line 7, Hakdong Station, Exit 7  ","",""
"5581","zh-TW","Bistecca","https://tchinese.visitseoul.net/restaurants/Bistecca-TC/TCP005442?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP005442","140-857 âÏì³ã¼éÌß£Ï¡×Ş÷ÁêÂÔ×211-33 ","04344 âÏì³ã¼éÌß£Ï¡ÎÙâ§ÖØ49  ","+82-507-1404-7746","http://bistecca.co.kr/ ","12:00~16:00 / 18:00~22:00 KST","ò¢ôÑ6ûÜàÊÖàŞíøÀó×2ûÜõóÏ¢","ùÛÙş",""
"5615","zh-CN","Phoenix(?üÅ)","https://chinese.visitseoul.net/restaurants/Phoenix?üÅ/CNP005615?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP005615","135-840 âÏ?÷å?ã¼Ë°Ñõ?ÓŞö¹ŞÌÔ× 892","135-840 âÏ?ã¼Ë°Ñõ?ÓìıÙ?ÖØ440 ","+82-2-566-2520","http://www.posco19fl.co.kr/","11:30~15:00 / 17:30~21:30","2?? à¾×Õó×1?õóÏ¢","","? 10,000~190,000 ?êªñ§éÓ"
"6428","ja","«½«ó«¢«¸«ç«Ã«·¡¤«Ó«ó«Ç«È«¯","https://japanese.visitseoul.net/restaurants/«½«ó«¢«¸«ç«Ã«·¡¤«Ó«ó«Ç«È«¯1/JPP006425?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP006425","120-180 «½«¦«ëã¼à¤ÓŞÚ¦?óçô¹Ô× 52-75","03788 «½«¦«ëã¼«½«Ç«à«ó«°(à¤ÓŞÚ¦?)«è«ó«»«í7«¢«ó«®«ë29 ","+82-2-338-4919","","16:00 - 02:30 (KST)","2?àÊ «·«ó«Á«ç«ó 1ÛãõóÏ¢  ","","ùÛ?ãÒËÜñĞè©"
"8486","ko","·¹µå¸¶ºíÇÏ¿ì½º","https://korean.visitseoul.net/restaurants/·¹µå¸¶ºíÇÏ¿ì½º/KOP008486?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP008486","135-514 ¼­¿ï °­³²±¸ ¿ª»ïµ¿ 734 ","06224 ¼­¿ï °­³²±¸ ³íÇö·Î 408 ","1644-3392","http://www.redmarble.co.kr/","ÆòÀÏ 11:30~14:30 / 17:30~22:00 ÁÖ¸»11:30~22:00","2È£¼± ¿ª»ï¿ª 1¹ø Ãâ±¸","","·¹µå¸¶ºí ¸íÇ° »ìÄ¡»ì, ·Î½ºÆíÃ¤, ·¹µå¸¶ºí ÇÑ¿ì±¹¼öÀü°ñ"
"2567","zh-TW","çİÓÑ","https://tchinese.visitseoul.net/restaurants/çİÓÑ/TCP002567?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP002567","  628-20","06026 âÏì³ã¼Ë°ÑõÏ¡?ñ¶ÖØ153Ê¶7 ","+82-507-1443-2526","","11:30 ~ 15:00 / 17:30 ~ 21:30 (KST)","3ûÜàÊääÏÎïÍó×3ûÜõóÏ¢","",""
"4569","ja","«Õ«¡«ó«È«Ã«®«ë ","https://japanese.visitseoul.net/restaurants/«Õ«¡«ó«È«Ã«®«ë/JPP004536?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP004536","121-804 «½«¦«ëØ«øİ?Íî?Ô×270-1  ","04142 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«Ş«İ«Ç«í11«®«ë15-7  (Íî?Ô×)","+82-2-3272-9240","","KST 11£º30?22£º00","ò¢ù»?5?àÊ¡¸«³«ó«É«¯¡¹?3ÛãõóÏ¢Óù?10İÂ   ","",""
"8596","zh-TW","ßËÛ®Óïï·Øı","https://tchinese.visitseoul.net/restaurants/Sarangbang-Kalguksu-TC/TCP008564?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP008564","100-013 âÏì³ã¼ñéÏ¡õ÷ÙëÖØ3Ê¶23-1 ","04555 âÏì³ã¼ñéÏ¡÷ÜÍ¢ÖØ27Ê¶46  ","+82-2-2272-2020","","09:00~22:00 | àøÑ¢ìí 09:00~16:00  KST","ò¢ôÑ3ûÜàÊõ÷ÙëÖØó×6ûÜõóÏ¢ ","",""
"4591","ko","ÇÇ¾çÄáÇÒ¸¶´Ï","https://korean.visitseoul.net/restaurants/ÇÇ¾çÇÒ¸Ó´Ï/KOP004591?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004591"," ¼­¿ï °­³²±¸ ´ëÄ¡µ¿ 894-14 ","06196 ¼­¿ï °­³²±¸ »ï¼º·Î81±æ 30 (´ëÄ¡µ¿) ","02-508-0476","https://piyang.modoo.at/","¸ÅÀÏ 11:30~22:00 ","2È£¼± ¼±¸ª¿ª 1¹ø Ãâ±¸","","ÄáºñÁö, µé±ú¼öÁ¦ºñ, ¸¸µÎ±¹, ÄáºñÁöÀü°ñ, ÇÇ¾çÁ¢½Ã¸¸µÎ"
"7851","zh-CN","?ŞÍÓë","https://chinese.visitseoul.net/restaurants/?ŞÍÓë-CN/CNP007850?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP007850","100-022 âÏ?ã¼ñé?Ù¥Ô×2Ê¶ 50-12","04536 âÏ?ã¼ñé?Ù¥Ô×8Ê¶8-10 ","+82-2-774-9605","","11:30 ~ 22:00 (KST)","4?? Ù¥Ô× 6?õóÏ¢  ",",?Ùş/ ìíÙş",""
"2422","ko","»ç¸®¿ø","https://korean.visitseoul.net/restaurants/»ç¸®¿ø--Sariwon/KOP002422?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002422"," ¼­¿ïÆ¯º°½Ã °­³²±¸ µµ°î2µ¿ 411-5","06296 ¼­¿ïÆ¯º°½Ã °­³²±¸ ³²ºÎ¼øÈ¯·Î 2712 (µµ°îµ¿) ","02-573-2202","http://www.sariwon.co.kr/","¸ÅÀÏ 11:00~21:30","3È£¼± ¸ÅºÀ¿ª 4¹ø Ãâ±¸  ","","»ç¸®¿ø ºÒ°í±â, µî½É ¾ç³äºÒ°í±â, ºÒ°í±â ½Ó¹äÁ¤½Ä"
"2492","ko","[¹é³â°¡°Ô] »ï¿ø°¡µç","https://korean.visitseoul.net/restaurants/»ï¿ø°¡µç--Samwongarden/KOP002488?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002488","135-120 ¼­¿ï °­³²±¸ ½Å»çµ¿ 623-5","06023 ¼­¿ïÆ¯º°½Ã °­³²±¸ ¾ğÁÖ·Î 835 (½Å»çµ¿) ","02-548-3030","http://www.samwongarden.com/","¿ù~±İ 11:30~15:00, 17:00~22:00 / Åä¿äÀÏ 11:30~16:00, 17:00~22:00 / ÀÏ¿äÀÏ 11:00~16:00, 17:00~21:00","3È£¼± ¾Ğ±¸Á¤¿ª 2¹ø Ãâ±¸  ","","ºÒ°í±â Bulgogi ÌÍë¿/ áÀë¿  ¾ç³ä°¥ºñ Grilled seasoned beef ribs ğàÚ«ÛÉÍé/ Ú«Üõª±«««ë«Ó  »ıµî½É Grilled fresh beef sirloin ãæàØ×ìô±/ ßæ«í«¹"
"2494","en","Palsun","https://english.visitseoul.net/restaurants/Palsun-EN/ENP002486?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP002486","100-856 202, Jangchung-dong 2(i)-ga, Jung-gu, Seoul ","04605 249, Dongho-ro, Jung-gu, Seoul (Shilla Hotel)","+82-2-2230-3366","http://www.shilla.net/seoul/dining/viewDining.do?contId=PAL#","Daily 12:00 - 14:30  & 17:30 - 21:30 KST","Subway Line 3, Dongguk University Station, Exit 5","KOR,ENG,JPN, CHN",""
"2504","en","Daejangjangi Hwadeok Pizza Jip","https://english.visitseoul.net/restaurants/Daejangjangi-Hwadeok-Pizza-Jip/ENP002495?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP002495","110-260 202-1, Gahoe-dong, Jongno-gu, Seoul ","03056 42-4, Bukchon-ro, Jongno-gu, Seoul ","+82-507-1315-4298","","Weekdays: 11:30?15:00, 17:00?21:00 / Weekends: 11:30?15:00, 16:00?21:00 KST","Subway Line 3, Anguk Station, Exit 2","",""
"8564","ko","»ç¶û¹æÄ®±¹¼ö","https://korean.visitseoul.net/restaurants/»ç¶û¹æÄ®±¹¼ö/KOP008564?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP008564","100-013 ¼­¿ï Áß±¸ Ãæ¹«·Î3°¡ 23-1 ","04555 ¼­¿ï Áß±¸ Åğ°è·Î27±æ 46 ","02-2272-2020","","ÆòÀÏ 10:30~21:40 Åä 10:30~21:00 ÀÏ 10:30~16:00","3È£¼± Ãæ¹«·Î¿ª 6¹ø Ãâ±¸    ","","Ä®±¹¼ö, ´ß°õÅÁ, ¹é¼÷¹é¹İ, Åë´ß ¹é¼÷"
"4898","zh-CN","Grand Ciel","https://chinese.visitseoul.net/restaurants/Grand-Ciel3/CNP004897?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP004897","135-895 âÏ?÷å?ã¼Ë°Ñõ?ãæŞÍÔ× 650-22","06021 âÏ?ã¼Ë°Ñõ??ß£ÓŞÖØ45Ê¶16-6 ","+82-2-548-0283","http://cielssong.co.kr/restaurant/grandciel/","øÁìí11:00~15:00,17:00~22:00/ñ²ØÇ11:00~22:00 KST","3?? ää?ïÍó×3?õóÏ¢ İÎÓĞ? ää?ïÍ?Óì?ó×5?õóÏ¢  ","","ëòãÒÖù×â"
"28364","ja","«³«ó«É«¯(Íî?)ã¼íŞÔÊğëïÁ÷×ªê","https://japanese.visitseoul.net/restaurants/gongdeok-market-jokbal-alley-jp/JPP028336?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP028336","121-803 «½«¦«ëã¼Ø«øİ?Íî?Ô×256-10 ","04214 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«Ş«ó«ê«¸«§«í19 (Íî?Ô×)«³«ó«É«¯(Íî?)ã¼íŞ","","","ïÁ?ªËªèªêì¶ªÊªë","ò¢ù»?5?àÊ/6?àÊ/«­«ç«ó«¤¡¤«Á«å«ó«¢«óàÊ/Íöùû?Ô³¡¸«³«ó«É«¯¡¹?5ÛãõóÏ¢","",""
"42105","ja","1ìÑ1ÛÊ","https://japanese.visitseoul.net/restaurants/1ìÑ1ÛÊ/JPP042103?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP042103","  ","03308 «½«¦«ëã¼«¦«ó«Ô«ç«ó(ëÚøÁ)?«è«ó«½«í534 ","+82-507-1487-1270","https://www.instagram.com/1in_official/","1Í­¡¢2Í­¡¢3Í­¡¢6Í­10:00 ~ 21:00 (KST) 4Í­¡¢5Í­11:00 ~ 20:00 (KST)","ò¢ù»?3?àÊ/6?àÊæÅãß??3ÛãõóÏ¢ª«ªé100mòÁòä¡æ7211Ûã¡¢701Ûã«Ğ«¹?ó³¡æ¡¸«Ï«ÊÍÔÔõ?Îè¡¢	 «Á«ó«°«¡«ó«µ(òĞÎ°ŞÑ)¡¢«µ«à«Á«ç«ó«µ(ß²ô¹ŞÑ)¡¹ªÇù»ó³ı­Óù?150m","ùÛ?åŞ",""
"21761","zh-TW","DureØığÉ","https://tchinese.visitseoul.net/restaurants/DureØığÉ/TCP021598?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP021598","135-895 âÏì³ã¼ã¼Ë°ÑõÏ¡ãæŞŞÔ×626-79 ","06024 âÏì³ã¼Ë°ÑõÏ¡Óöß£ÓŞÖØ37Ê¶28ûÜ ","+82-2-3444-1421","","ñÎìé~ñÎçé 10:30~21:00 KST","ò¢ôÑ3ûÜàÊääÏÎïÍó×3ûÜõóÏ¢ñËÖØ5İÂñ¤","",""
"11829","zh-TW","ûúÕ¥","https://tchinese.visitseoul.net/restaurants/Waraku-TC/TCP011791?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP011791","135-888 âÏì³ã¼Ë°ÑõÏ¡ãæŞŞÔ×525-16 ","06028 âÏì³ã¼Ë°ÑõÏ¡ääÏÎïÍÖØ4Ê¶13-7 ","+82-507-1416-2295","","18:00~01:00 KST","ò¢ôÑ3ûÜàÊãæŞŞó×8ûÜõóÏ¢","",""
"12354","ko","¼ÓÃÊ»ıÅÂÁı","https://korean.visitseoul.net/restaurants/¼ÓÃÊ»ıÅÂÁı-K/KOP012350?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012350","100-080 ¼­¿ïÆ¯º°½Ã Áß±¸ ºÏÃ¢µ¿ 94-20","04526 ¼­¿ïÆ¯º°½Ã Áß±¸ ³²´ë¹®·Î 25-17 (ºÏÃ¢µ¿) ","0507-1404-8944","","¿ù~ ±İ 10:30 ~ 21:10 Åä¿äÀÏ 10:30 ~ 20:10","1È£¼± ½ÃÃ»¿ª 7¹ø Ãâ±¸","",""
"13140","zh-TW","à¤ÓŞÚ¦éÚá³íó(Seodaemun Gopchang)","https://tchinese.visitseoul.net/restaurants/à¤ÓŞÚ¦éÚá³íóSeodaemun-Gopchang/TCP013139?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP013139","04556 âÏì³÷åÜ¬ã¼ñéÏ¡õ÷ÙëÖØŞÌÊ¶ 24-6","04556 âÏì³ã¼ñéÏ¡õ÷ÙëÖØ2Ê¶35 ","+82-2-2266-4345","","17:00 ~ 22:30 (KST)","3ûÜàÊ õ÷ÙëÖØ 8ûÜõóÏ¢  ","","éÚšèûúéÚá³íó"
"13887","zh-TW","DUOMO BOOKS & COOKS","https://tchinese.visitseoul.net/restaurants/DUOMO-BOOKS--COOKS2/TCP013884?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP013884","110-033 âÏì³÷åÜ¬ã¼ñ¤ÖØÏ¡üøí­Ô× 40-2","03042 âÏì³ã¼ñ¤ÖØÏ¡í¹ùÇÚ¦ÖØ16Ê¶5 ","+82-2-730-0902","http://www.myduomo.com","ñ²ì£ 11:30~15:10 / ñ²ß²~ñ²×¿ 11:30~14:40, 18:00~21:00 KST","ò¢ôÑ3ûÜàÊÌØÜØÏàó×3ûÜõóÏ¢","",""
"2523","en","Sangrakwon","https://english.visitseoul.net/restaurants/Sangrakwon/ENP002521?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP002521","  ","06806 23, Wonteo-gil, Seocho-gu, Seoul ","+82-2-507-1329-5220","","Daily 09:00 - 21:00","Sinbundang Line, Cheonggyesan Station, Exit 2","",""
"38042","zh-TW","Le Petit Four THEúŞÓÛâÏì³ïÁ","https://tchinese.visitseoul.net/restaurants/Le-Petit-Four-THEúŞÓÛâÏì³ïÁ/TCP038023?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP038023"," âÏì³çµÔôøİÏ¡æ£ëøÓöÔ×22 ","07335 âÏì³çµÔôøİÏ¡æ£ëøÓŞÖØ108£¨æ£ëøÓöÔ×£¬Parc1£© THEúŞÓÛâÏì³ò¢ù»1öµ","+82-2-3277-8510","https://lepetitfour.modoo.at/","øÁìí£º10:30ò¸20:00 ñÎçéĞàñÎØÇ£º10:30ò¸20:30 (KST) ","5ûÜàÊæ£ëøÔ¤Ï¢ó××î1ûÜõóÏ¢427Ú· ","ùÛåŞ","Ø©?×£ÏéÓ±£º7800ùÛêª Ø©?×££º2200ùÛêª "
"2570","ko","¿¹´ç","https://korean.visitseoul.net/restaurants/¿¹´ç--Yedang/KOP002567?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002567"," ¼­¿ï °­³²±¸ ½Å»çµ¿ 628-16 628-20","06026 ¼­¿ï °­³²±¸ ¾ğÁÖ·Î153±æ 7 (½Å»çµ¿) 2Ãş ","0507-1443-2526","","11:30 ~ 15:00 / 17:30 ~ 21:30","3È£¼± ¾Ğ±¸Á¤¿ª 3¹ø Ãâ±¸  ","",""
"13367","zh-TW","÷îŞÙÏàîü(Persian Palace)","https://tchinese.visitseoul.net/restaurants/÷îŞÙÏàîüPersian-Palace-TC/TCP013364?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP013364","110-522 âÏì³÷åÜ¬ã¼ñ¤ÖØÏ¡Ù¥×Ãì£Ê¶ 121-1","03074 âÏì³ã¼ñ¤ÖØÏ¡à÷Ğ³Î½ÖØ6Ê¶9 ","+82-507-1372-6050","http://www.persianpalace.com","11:00 ~ 21:30 KST","ò¢ôÑ4ûÜàÊû³ûùó×4ûÜõóÏ¢","",""
"24556","ko","ÀÌºñ½º½ºÅ¸ÀÏ ¾Ú¹è¼­´õ ¸íµ¿ ¸£½ºÅ¸ÀÏ ·¹½ºÅä¶û&¹Ù","https://korean.visitseoul.net/restaurants/Ibis-styles-Ambassador-Myeongdong-kr/KOP024556?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP024556","100-861 ¼­¿ï Áß±¸ Ãæ¹«·Î2°¡ 53-10 ","04553 ¼­¿ï Áß±¸ »ïÀÏ´ë·Î 302 (Ãæ¹«·Î2°¡) 21Ãş","02-6020-8880","https://www.ambatel.com/ibisstyles/myeongdong/ko/main.do","Áß½Ä 12:00 ~ 14:30 ¼®½Ä 18:00 ~ 22:30 ¹Ù 18:00 ~ 22:30  ÀÏ¿äÀÏ 12:00 ~ 17:00 ±îÁö¸¸ ¿î¿µ","4È£¼± ¸íµ¿¿ª 10¹ø Ãâ±¸","ÇÑ±¹¾î",""
"26351","zh-TW","Ñâê®Ò´?ïÁ","https://tchinese.visitseoul.net/restaurants/äÅê®??ïÁ/TCP026190?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP026190","  ","03132 ñ¤ÖØÏ¡ß²ìéÓŞÖØ438 ","+82-2-732-5579","futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=260","08:00~22:00","1¡¢3¡¢5ûÜàÊñ£ÖØ3Ê¶ó×5ûÜõóÏ¢222m","",""
"14286","ja","«µ«à«Ï«¯«É (ß²ùÍÓö)","https://japanese.visitseoul.net/restaurants/samhakdo-jp/JPP014283?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP014283","137-877 «½«¦«ëã¼ßúõ®?ßúõ®Ô×1603-67 ","06643 «½«¦«ëã¼«½«Á«ç(ßúõ®)?«Ò«ç«ê«ç«ó«í303 (ßúõ®Ô×)","+82-2-584-4700","http://www.shdfood.co.kr/","êÅ~ÑÑ10:00~22:00¡¢÷Ïèøìí10:00~15:00¡¢17:00~21:00KST","ò¢ù»?3?àÊ¡¸«Ê«ó«Ö«¿?«ß«Ê«ë¡¹?2ÛãõóÏ¢  ","ùÛ?åŞ",""
"13395","zh-TW","øÁå½Ê« (Pyeongyangjip)","https://tchinese.visitseoul.net/restaurants/øÁå½Ê«-Pyeongyangjip2/TCP013394?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP013394","140-011 âÏì³÷åÜ¬ã¼×£ß£Ï¡ùÓË°ÖØìéÊ¶ 137-1","04382 âÏì³ã¼éÌß£Ï¡ùÓË°ÓŞÖØ186 ","+82-2-793-6866","","07:00 ~ 22:00 (KST)","4ûÜàÊ ß²ÊÇò¢ 14ûÜõóÏ¢  ","","éÚšèûúéÚá³íó"
"11103","en","Menya Sandaime  ","https://english.visitseoul.net/restaurants/Menya-Sandaime-EN/ENP011091?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP011091","121-838 355-25, Seogyo-dong, Mapo-gu, Seoul ","04039 24, Hongik-ro 5an-gil, Mapo-gu, Seoul ","+82-2-332-4129","http://cafe.daum.net/MENYA ","Daily 11:30 - 24:00 KST","Subway Line 2, Hongik University Station, Exit 9     ","KOR",""
"2592","ja","ôø?","https://japanese.visitseoul.net/restaurants/ôø?/JPP002592?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP002592","150-896 «½«¦«ëã¼çµÔôøİ?æ£ëøÓöÔ×61 ","07345 «½«¦«ëã¼«è«ó«É«¥«ó«İ(çµÔôøİ)?«è«¤«É«ó«í213 (æ£ëøÓöÔ×)ò¢ù»1Í­","+82-2-780-1634","","10:00-15:00, 17:30-22:00 KST","ò¢ù»?9?àÊ¡¸«»«Ã«««ó¡¹?3ÛãõóÏ¢Óù?7İÂ ","","ìíÜâÖù×â"
"13374","zh-CN","à´ß£ïÍ(Seoksanjeong)","https://chinese.visitseoul.net/restaurants/à´ß£ïÍSeoksanjeong-CN/CNP013374?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP013374","100-340 âÏ?÷å?ã¼ñé?ß£×ùÔ× 296-1","04544 âÏ?ã¼ñé?ëàò¨ÖØ149-5 ","+82-2-2266-9494","","10:00 ~ 15:00 / 16:30 ~ 22:00 (KST)","2?? ëàò¨ÖØ3Ê¶ 6õóÏ¢  ","","éÚ×ÎäÑë¿, éÚá³?ûı?"
"7155","ja","ß¾Ô³«««ë«Ó«¿«¦«ó","https://japanese.visitseoul.net/restaurants/ß¾Ô³«««ë«Ó«¿«¦«ó1/JPP007155?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP007155","156-031 «½«¦«ëã¼ÔŞíÍ?ß¾Ô³1Ô× 526","156-031 «½«¦«ëã¼«È«ó«¸«ã«¯«°(ÔŞíÍ?)«á«Ü«ó«í13 ","+82-2-816-5492","http://kalbitown.co.kr/","11:30 ~ 21:30","7?àÊ «µ«ó«É 4ÛãõóÏ¢  ","ùÛ?åŞ","«»«ó«««ë«Ó(«««ë«ÓªÎ?ë¿£º«ª?«¹«È«é«ê«¢ß§) 230g 38,000«¦«©«ó «ä«ó«Ë«ç«à«ï«ó«««ë«Ó(Ú«Üõª±«««ë«ÓªÎ?ë¿£º«ª?«¹«È«é«ê«¢ß§) 300g 32,000«¦«©«ó «Ï«Ì?«È«¥«ó«·«à(«í?«¹ªÎ?ë¿£ºùÛ?ß§) 150g 46,000«¦«©«ó"
"6545","en","Sushi Hyo (Seocho branch)","https://english.visitseoul.net/restaurants/Sushi-HyoSeocho-branch-EN/ENP006544?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006544","  ","06621 1327, Seocho-dong, Seocho-gu, Seoul ","+82-2-521-3594","","Daily 11:30 - 14:30 & 17:30 - 22:00","Subway Line 2 & Sinbundang Line, Gangnam Station, Exits 5 & 6  ","","sushi"
"6547","ko","½º½ÃÈ¿(¼­ÃÊÁ¡)","https://korean.visitseoul.net/restaurants/½º½ÃÈ¿¼­ÃÊÁ¡-KR/KOP006544?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006544"," ¼­¿ï ¼­ÃÊ±¸ ¼­ÃÊµ¿ 1327 ","06621 ¼­¿ï ¼­ÃÊ±¸ ¼­ÃÊ´ë·Î74±æ 23 (¼­ÃÊÅ¸¿îÆ®¶óÆÓ¸®½º) ","02-521-3593","","¿ù~Åä 11:30 ~ 14:30 / 18:00 ~ 22:00 ","2È£¼±, ½ÅºĞ´ç¼± °­³²¿ª 5,6¹ø Ãâ±¸  ","","½º½ÃÄÚ½º, ½ºÆä¼ÈÄÚ½º"
